wise_content_id,wiseable_type,wiseable_id,content,attribution_text,medical_society_id,pdf_url
197,Diagnosis,676,"Dont prescribe antipsychotic medications to patients for any indication without appropriate initial evaluation and appropriate ongoing monitoring.

Metabolic, neuromuscular and cardiovascular side effects are common in patients receiving antipsychotic medications for any indication, so thorough initial evaluation to ensure that their use is clinically warranted, and ongoing monitoring to ensure that side effects are identified, are essential. Appropriate initial evaluation includes the following: (a) thorough assessment of possible underlying causes of target symptoms including general medical, psychiatric, environmental or psychosocial problems; (b) consideration of general medical conditions; and (c) assessment of family history of general medical conditions, especially of metabolic and cardiovascular disorders. Appropriate ongoing monitoring includes re-evaluation and documentation of dose, efficacy and adverse effects; and targeted assessment, including assessment of movement disorder or neurological symptoms; weight, waist circumference and/or BMI; blood pressure; heart rate; blood glucose level; and lipid profile at periodic intervals.","The American Psychiatric Association and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",27,
199,Diagnosis,677,"Dont routinely prescribe two or more antipsychotic medications concurrently.

Research shows that use of two or more antipsychotic medications occurs in 4 to 35% of outpatients and 30 to 50% of inpatients. However, evidence for the efficacy and safety of using multiple antipsychotic medications is limited, and risk for drug interactions, noncompliance and medication errors is increased. Generally, the use of two or more antipsychotic medications concurrently should be avoided except in cases of three failed trials of monotherapy, which included one failed trial of Clozapine where possible, or where a second antipsychotic medication is added with a plan to cross-taper to monotherapy.","The American Psychiatric Association and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",27,
200,Diagnosis,331,"Dont do imaging for uncomplicated headache. 

Imaging headache patients absent specific risk factors for structural disease is not likely to change management or improve outcome. Those patients with a significant likelihood of structural disease requiring immediate attention are detected by clinical screens that have been validated in many settings. Many studies and clinical practice guidelines concur. Also, incidental findings lead to additional medical procedures and expense that do not improve patient well-being.","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/.
202,Diagnosis,1155,"Dont do imaging for uncomplicated headache. Imaging headache patients absent specific risk factors for structural disease is not likely to change management or improve outcome. Those patients with a significant likelihood of structural disease requiring immediate attention are detected by clinical screens that have been validated in many settings. Many studies and clinical practice guidelines concur. Also, incidental findings lead to additional medical procedures and expense that do not improve patient well-being.","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/.
204,Diagnosis,173,"Dont do imaging for uncomplicated headache. Imaging headache patients absent specific risk factors for structural disease is not likely to change management or improve outcome. Those patients with a significant likelihood of structural disease requiring immediate attention are detected by clinical screens that have been validated in many settings. Many studies and clinical practice guidelines concur. Also, incidental findings lead to additional medical procedures and expense that do not improve patient well-being.","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/.
206,Diagnosis,733,"Dont do imaging for uncomplicated headache. Imaging headache patients absent specific risk factors for structural disease is not likely to change management or improve outcome. Those patients with a significant likelihood of structural disease requiring immediate attention are detected by clinical screens that have been validated in many settings. Many studies and clinical practice guidelines concur. Also, incidental findings lead to additional medical procedures and expense that do not improve patient well-being.","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/.
208,Diagnosis,469,"Dont do imaging for uncomplicated headache. Imaging headache patients absent specific risk factors for structural disease is not likely to change management or improve outcome. Those patients with a significant likelihood of structural disease requiring immediate attention are detected by clinical screens that have been validated in many settings. Many studies and clinical practice guidelines concur. Also, incidental findings lead to additional medical procedures and expense that do not improve patient well-being.","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/.
210,Diagnosis,808,"Dont do imaging for uncomplicated headache. Imaging headache patients absent specific risk factors for structural disease is not likely to change management or improve outcome. Those patients with a significant likelihood of structural disease requiring immediate attention are detected by clinical screens that have been validated in many settings. Many studies and clinical practice guidelines concur. Also, incidental findings lead to additional medical procedures and expense that do not improve patient well-being.","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/.
212,Procedure,526,"Dont do imaging for uncomplicated headache. Imaging headache patients absent specific risk factors for structural disease is not likely to change management or improve outcome. Those patients with a significant likelihood of structural disease requiring immediate attention are detected by clinical screens that have been validated in many settings. Many studies and clinical practice guidelines concur. Also, incidental findings lead to additional medical procedures and expense that do not improve patient well-being.","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/212.pdf
214,Procedure,72,"Dont do imaging for uncomplicated headache. Imaging headache patients absent specific risk factors for structural disease is not likely to change management or improve outcome. Those patients with a significant likelihood of structural disease requiring immediate attention are detected by clinical screens that have been validated in many settings. Many studies and clinical practice guidelines concur. Also, incidental findings lead to additional medical procedures and expense that do not improve patient well-being.","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/214.pdf
216,Procedure,63,"Dont do imaging for uncomplicated headache. Imaging headache patients absent specific risk factors for structural disease is not likely to change management or improve outcome. Those patients with a significant likelihood of structural disease requiring immediate attention are detected by clinical screens that have been validated in many settings. Many studies and clinical practice guidelines concur. Also, incidental findings lead to additional medical procedures and expense that do not improve patient well-being.","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/216.pdf
218,Diagnosis,56,"Dont do computed tomography (CT) for the evaluation of suspected appendicitis in children until after ultrasound has been considered as an option. Although CT is accurate in the evaluation of suspected appendicitis in the pediatric population, ultrasound is nearly as good in experienced hands. Since ultrasound will reduce radiation exposure, ultrasound is the preferred initial consideration for imaging examination in children. If the results of the ultrasound exam are equivocal, it may be followed by CT. This approach is cost-effective, reduces potential radiation risks and has excellent accuracy, with reported sensitivity and specificity of 94 percent.","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/.
220,Procedure,2,"Dont do computed tomography (CT) for the evaluation of suspected appendicitis in children until after ultrasound has been considered as an option. Although CT is accurate in the evaluation of suspected appendicitis in the pediatric population, ultrasound is nearly as good in experienced hands. Since ultrasound will reduce radiation exposure, ultrasound is the preferred initial consideration for imaging examination in children. If the results of the ultrasound exam are equivocal, it may be followed by CT. This approach is cost-effective, reduces potential radiation risks and has excellent accuracy, with reported sensitivity and specificity of 94 percent.","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/220.pdf
222,Procedure,530,"Dont do computed tomography (CT) for the evaluation of suspected appendicitis in children until after ultrasound has been considered as an option. Although CT is accurate in the evaluation of suspected appendicitis in the pediatric population, ultrasound is nearly as good in experienced hands. Since ultrasound will reduce radiation exposure, ultrasound is the preferred initial consideration for imaging examination in children. If the results of the ultrasound exam are equivocal, it may be followed by CT. This approach is cost-effective, reduces potential radiation risks and has excellent accuracy, with reported sensitivity and specificity of 94 percent.","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/222.pdf
224,Procedure,529,"Dont do computed tomography (CT) for the evaluation of suspected appendicitis in children until after ultrasound has been considered as an option. Although CT is accurate in the evaluation of suspected appendicitis in the pediatric population, ultrasound is nearly as good in experienced hands. Since ultrasound will reduce radiation exposure, ultrasound is the preferred initial consideration for imaging examination in children. If the results of the ultrasound exam are equivocal, it may be followed by CT. This approach is cost-effective, reduces potential radiation risks and has excellent accuracy, with reported sensitivity and specificity of 94 percent.","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/224.pdf
226,Procedure,633,Avoid admission or preoperative chest x-rays for ambulatory patients with unremarkable history and physical exam. Performing routine admission or preoperative chest x-rays is not recommended for ambulatory patients without specific reasons suggested by the history and/or physical examination findings. Only 2 percent of such images lead to a change in management. Obtaining a chest radiograph is reasonable if acute cardiopulmonary disease is suspected or there is a history of chronic stable cardiopulmonary disease in a patient older than age 70 who has not had chest radiography within six months. ,"The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/226.pdf
228,Diagnosis,539,"Dont recommend follow-up imaging for clinically inconsequential adnexal cysts. Simple cysts and hemorrhagic cysts in women of reproductive age are almost always physiologic. Small simple cysts in postmenopausal women are common, and clinically inconsequential. Ovarian cancer, while typically cystic, does not arise from these benign-appearing cysts. After a good quality ultrasound in women of reproductive age, dont recommend follow-up for a classic corpus luteum or simple cyst <5 cm in greatest diameter. Use 1 cm as a threshold for simple cysts in postmenopausal women. ","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/.
230,Diagnosis,590,"Dont recommend follow-up imaging for clinically inconsequential adnexal cysts. Simple cysts and hemorrhagic cysts in women of reproductive age are almost always physiologic. Small simple cysts in postmenopausal women are common, and clinically inconsequential. Ovarian cancer, while typically cystic, does not arise from these benign-appearing cysts. After a good quality ultrasound in women of reproductive age, dont recommend follow-up for a classic corpus luteum or simple cyst <5 cm in greatest diameter. Use 1 cm as a threshold for simple cysts in postmenopausal women. ","The American College of Radiology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",,https://s3.amazonaws.com/itriage/choosing_wisely/.
232,Procedure,43,"Dont perform preoperative medical tests for eye surgery unless there are specific medical indications. For many, preoperative tests are not necessary because eye surgeries are not lengthy and dont pose serious risks. An EKG should be ordered if patients have heart disease. A blood glucose test should be ordered if patients have diabetes. A potassium test should be ordered if patients are on diuretics. In general, patients scheduled for surgery do not need medical tests unless the history or physical examination indicate the need for a test, e.g., the existence of conditions noted above. Institutional policies should consider these issues.","The American Academy of Ophthalmology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",30,https://s3.amazonaws.com/itriage/choosing_wisely/.
234,Procedure,215,"Dont perform preoperative medical tests for eye surgery unless there are specific medical indications. For many, preoperative tests are not necessary because eye surgeries are not lengthy and dont pose serious risks. An EKG should be ordered if patients have heart disease. A blood glucose test should be ordered if patients have diabetes. A potassium test should be ordered if patients are on diuretics. In general, patients scheduled for surgery do not need medical tests unless the history or physical examination indicate the need for a test, e.g., the existence of conditions noted above. Institutional policies should consider these issues.","The American Academy of Ophthalmology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",30,https://s3.amazonaws.com/itriage/choosing_wisely/.
236,Diagnosis,186,"Dont order antibiotics for adenoviral conjunctivitis (pink eye). Adenoviral conjunctivitis and bacterial conjunctivitis are different forms of infection that can be diagnosed by the ophthalmologist by clinical signs and symptoms, and if needed, by cultures. Antibiotics are useful for patients with bacterial conjunctivitis, particularly those with moderate to severe bacterial conjunctivitis. However, they are not useful for adenoviral conjunctivitis, and the overuse of antibiotics can lead to the emergence of bacteria that dont respond readily to available treatments. In cases of diagnostic uncertainty, patients may be followed closely to see if their
condition resolves on its own, or if further treatment is required.","The American Academy of Ophthalmology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",30,https://s3.amazonaws.com/itriage/choosing_wisely/.
238,Diagnosis,17,"Dont order antibiotics for adenoviral conjunctivitis (pink eye). Adenoviral conjunctivitis and bacterial conjunctivitis are different forms of infection that can be diagnosed by the ophthalmologist by clinical signs and symptoms, and if needed, by cultures. Antibiotics are useful for patients with bacterial conjunctivitis, particularly those with moderate to severe bacterial conjunctivitis. However, they are not useful for adenoviral conjunctivitis, and the overuse of antibiotics can lead to the emergence of bacteria that dont respond readily to available treatments. In cases of diagnostic uncertainty, patients may be followed closely to see if their
condition resolves on its own, or if further treatment is required.","The American Academy of Ophthalmology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",30,https://s3.amazonaws.com/itriage/choosing_wisely/238.pdf
240,Diagnosis,1102,"Dont routinely provide antibiotics before or after intravitreal injections. The routine use of antibiotics before or after intravitreal injections is unnecessary because research has shown that topical antibiotics dont prevent
the occurrence of eye infection. The risks of antibiotic eye drops include allergic reactions. The overuse and repeated exposure to antibiotics can lead to the emergence of bacteria that dont respond readily to available treatments. Routine antisepsis is appropriate and important for prevention of eye infection. ","The American Academy of Ophthalmology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",30,https://s3.amazonaws.com/itriage/choosing_wisely/.
242,Diagnosis,1108,"Dont routinely provide antibiotics before or after intravitreal injections. The routine use of antibiotics before or after intravitreal injections is unnecessary because research has shown that topical antibiotics dont prevent
the occurrence of eye infection. The risks of antibiotic eye drops include allergic reactions. The overuse and repeated exposure to antibiotics can lead to the emergence of bacteria that dont respond readily to available treatments. Routine antisepsis is appropriate and important for prevention of eye infection. ","The American Academy of Ophthalmology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",30,https://s3.amazonaws.com/itriage/choosing_wisely/.
244,Diagnosis,1159,"Dont routinely provide antibiotics before or after intravitreal injections. The routine use of antibiotics before or after intravitreal injections is unnecessary because research has shown that topical antibiotics dont prevent
the occurrence of eye infection. The risks of antibiotic eye drops include allergic reactions. The overuse and repeated exposure to antibiotics can lead to the emergence of bacteria that dont respond readily to available treatments. Routine antisepsis is appropriate and important for prevention of eye infection. ","The American Academy of Ophthalmology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",30,https://s3.amazonaws.com/itriage/choosing_wisely/.
246,Diagnosis,1150,"Dont place punctal plugs for mild dry eye before trying other medical treatments. Medical treatments to address dry eye are available, such as artificial tears, lubrication and hot, moist compresses. These medical methods, as well as ways to modify the environment, should be tried first to improve dry eye and normalize the tear film before using punctal plugs. If the patients tear film and eyelids have been treated and dry eye symptoms persist, then punctal plugs can be added.","The American Academy of Ophthalmology and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",30,https://s3.amazonaws.com/itriage/choosing_wisely/.
252,Diagnosis,309,"For pharmacological treatment of patients with gastroesophageal reflux disease (GERD), long-term acid suppression therapy (proton pump inhibitors or histamine2 receptor antagonists) should be titrated to the lowest effective dose needed to achieve therapeutic goals.  The main identifiable risk associated with reducing or discontinuing acid suppression therapy is an increased symptom burden. It follows that the decision regarding the need for (and dosage of) maintenance therapy is driven by the impact of those residual symptoms on the patients quality of life rather than as a disease control measure.","The American Gastroenterological Association and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",28,https://s3.amazonaws.com/itriage/choosing_wisely/252.pdf
254,Diagnosis,306,"For pharmacological treatment of patients with gastroesophageal reflux disease (GERD), long-term acid suppression therapy (proton pump inhibitors or histamine2 receptor antagonists) should be titrated to the lowest effective dose needed to achieve therapeutic goals.  The main identifiable risk associated with reducing or discontinuing acid suppression therapy is an increased symptom burden. It follows that the decision regarding the need for (and dosage of) maintenance therapy is driven by the impact of those residual symptoms on the patients quality of life rather than as a disease control measure.","The American Gastroenterological Association and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",28,https://s3.amazonaws.com/itriage/choosing_wisely/254.pdf
256,Diagnosis,265,"For pharmacological treatment of patients with gastroesophageal reflux disease (GERD), long-term acid suppression therapy (proton pump inhibitors or histamine2 receptor antagonists) should be titrated to the lowest effective dose needed to achieve therapeutic goals.  The main identifiable risk associated with reducing or discontinuing acid suppression therapy is an increased symptom burden. It follows that the decision regarding the need for (and dosage of) maintenance therapy is driven by the impact of those residual symptoms on the patients quality of life rather than as a disease control measure.","The American Gastroenterological Association and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",28,https://s3.amazonaws.com/itriage/choosing_wisely/.
258,Diagnosis,1171,"For pharmacological treatment of patients with gastroesophageal reflux disease (GERD), long-term acid suppression therapy (proton pump inhibitors or histamine2 receptor antagonists) should be titrated to the lowest effective dose needed to achieve therapeutic goals.  The main identifiable risk associated with reducing or discontinuing acid suppression therapy is an increased symptom burden. It follows that the decision regarding the need for (and dosage of) maintenance therapy is driven by the impact of those residual symptoms on the patients quality of life rather than as a disease control measure.","The American Gastroenterological Association and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",28,https://s3.amazonaws.com/itriage/choosing_wisely/258.pdf
260,Diagnosis,307,"For pharmacological treatment of patients with gastroesophageal reflux disease (GERD), long-term acid suppression therapy (proton pump inhibitors or histamine2 receptor antagonists) should be titrated to the lowest effective dose needed to achieve therapeutic goals.  The main identifiable risk associated with reducing or discontinuing acid suppression therapy is an increased symptom burden. It follows that the decision regarding the need for (and dosage of) maintenance therapy is driven by the impact of those residual symptoms on the patients quality of life rather than as a disease control measure.","The American Gastroenterological Association and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",28,https://s3.amazonaws.com/itriage/choosing_wisely/.
262,Diagnosis,310,"For pharmacological treatment of patients with gastroesophageal reflux disease (GERD), long-term acid suppression therapy (proton pump inhibitors or histamine2 receptor antagonists) should be titrated to the lowest effective dose needed to achieve therapeutic goals.  The main identifiable risk associated with reducing or discontinuing acid suppression therapy is an increased symptom burden. It follows that the decision regarding the need for (and dosage of) maintenance therapy is driven by the impact of those residual symptoms on the patients quality of life rather than as a disease control measure.","The American Gastroenterological Association and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",28,https://s3.amazonaws.com/itriage/choosing_wisely/.
264,Diagnosis,1046,"For pharmacological treatment of patients with gastroesophageal reflux disease (GERD), long-term acid suppression therapy (proton pump inhibitors or histamine2 receptor antagonists) should be titrated to the lowest effective dose needed to achieve therapeutic goals.  The main identifiable risk associated with reducing or discontinuing acid suppression therapy is an increased symptom burden. It follows that the decision regarding the need for (and dosage of) maintenance therapy is driven by the impact of those residual symptoms on the patients quality of life rather than as a disease control measure.","The American Gastroenterological Association and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",28,https://s3.amazonaws.com/itriage/choosing_wisely/.
266,Diagnosis,975,"For pharmacological treatment of patients with gastroesophageal reflux disease (GERD), long-term acid suppression therapy (proton pump inhibitors or histamine2 receptor antagonists) should be titrated to the lowest effective dose needed to achieve therapeutic goals.  The main identifiable risk associated with reducing or discontinuing acid suppression therapy is an increased symptom burden. It follows that the decision regarding the need for (and dosage of) maintenance therapy is driven by the impact of those residual symptoms on the patients quality of life rather than as a disease control measure.","The American Gastroenterological Association and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",28,https://s3.amazonaws.com/itriage/choosing_wisely/.
270,Diagnosis,354,"For pharmacological treatment of patients with gastroesophageal reflux disease (GERD), long-term acid suppression therapy (proton pump inhibitors or histamine2 receptor antagonists) should be titrated to the lowest effective dose needed to achieve therapeutic goals.  The main identifiable risk associated with reducing or discontinuing acid suppression therapy is an increased symptom burden. It follows that the decision regarding the need for (and dosage of) maintenance therapy is driven by the impact of those residual symptoms on the patients quality of life rather than as a disease control measure.","The American Gastroenterological Association and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",28,https://s3.amazonaws.com/itriage/choosing_wisely/.
272,Procedure,652,"For pharmacological treatment of patients with gastroesophageal reflux disease (GERD), long-term acid suppression therapy (proton pump inhibitors or histamine2 receptor antagonists) should be titrated to the lowest effective dose needed to achieve therapeutic goals.  The main identifiable risk associated with reducing or discontinuing acid suppression therapy is an increased symptom burden. It follows that the decision regarding the need for (and dosage of) maintenance therapy is driven by the impact of those residual symptoms on the patients quality of life rather than as a disease control measure.","The American Gastroenterological Association and the ABIM foundation joined forces to develop and distribute evidence based recommendations on when medical tests and procedures may be appropriate. Content was written to help physicians, patients and other health care stakeholders to think, to practice and partake in shared decision making to avoid unnecessary and at times harmful tests and procedures based on your condition or symptoms. Choosing Wisely recommendations should not be used to establish coverage decisions or exclusions.",28,https://s3.amazonaws.com/itriage/choosing_wisely/272.pdf
