chief_complaint_id,n_body_areas,body_areas_list,n_symptoms,symptoms_list,n_diff_dx,diff_dx_list
247,1.0,Head,1.0,Facial droop (weakness),14.0,"Facial nerve paralysis,Bell's palsy (facial muscle weakness),Cerebral vascular accident (stroke),Transient ischemic attack (TIA, reversible stroke),Facial trauma (injury),Ramsay Hunt syndrome (viral infection causing facial weakness),Lyme disease (bacterial infection from ticks),Sarcoidosis (inflammatory disease),Ear infection, middle ear (otitis media),Guillain Barre syndrome (ascending muscle weakness),Cancer (tumor),Miller Fisher Syndrome (rare nerve disease),Lacunar stroke,Fibromuscular dysplasia (FMD)"
248,,,2.0,"Limping in a child,Childhood limping",10.0,"Fracture (broken bone),Legg Calve Perthes disease (childhood hip condition),Sprain (stretched, torn ligament),Contusion (bruise, ecchymosis),Osteomyelitis (bone infection),Septic arthritis (joint infection),Discitis (spinal disk inflammation),Slipped capital femoral epiphysis (adolescent hip disorder),Lyme disease (bacterial infection from ticks),Synovitis (inflammation of joint lining)"
249,,,1.0,Increased thirst,7.0,"Diabetes insipidus (excessive water loss from the kidneys),Diabetes (high blood sugar),Blood loss,Dehydration,Heat exhaustion,Medication reaction,Gestational diabetes (diabetes during pregnancy)"
25,1.0,Arms,1.0,Elbow ache or pain,30.0,"Arthritis (joint inflammation),Bursitis (inflammation of joint cushion),Cellulitis (skin infection),Contusion (bruise, ecchymosis),Dislocation (joint out of place),Fracture (broken bone),Gout (uric acid crystals in the joint causing inflammation),Tennis elbow (lateral epicondylitis),Radial head fracture (broken elbow bone),Septic arthritis (joint infection),Muscle strain (pulled muscle),Supracondylar fracture (elbow fracture),Osteoarthritis (bone inflammation),Bone cancer (bone tumor),Sarcoma (soft tissue cancer),Aseptic joint effusion (fluid in a joint),Carpal tunnel syndrome (wrist nerve compression),Cervical radiculopathy (pinched nerve in neck),De Quervain's tenosynovitis (hand tendon inflammation),Extremity trauma (leg or arm injury),Fibromyalgia (chronic pain disorder),Humerus fracture (broken upper arm),Ligament sprain (connection between two bones),Lupus (systemic lupus erythematosus, SLE),Peripheral neuropathy (nerve damage),Rheumatoid arthritis (type of chronic joint inflammation),Rotator cuff syndrome (shoulder injury),Tenosynovitis (tendon sheath inflammation),Cubital tunnel syndrome (nerve compression in the elbow),Synovitis (inflammation of joint lining)"
250,,,1.0,Increased urination (polyuria),8.0,"Medication reaction,Diabetes (high blood sugar),Diabetes insipidus (excessive water loss from the kidneys),Gestational diabetes (diabetes during pregnancy),Bladder infection (cystitis, UTI, urinary tract infection),Renal failure, acute (sudden kidney failure),Interstitial cystitis (bladder inflammation),Congestive heart failure (CHF)"
251,,,1.0,Shin pain,11.0,"Shin splints (tibial stress syndrome),Cellulitis (skin infection),Compartment syndrome (increased pressure inside muscles),Contusion (bruise, ecchymosis),Deep venous thrombosis (DVT, venous blood clot),Fracture (broken bone),Necrotizing fasciitis (life-threatening infection),Peripheral vascular disease (blocked blood vessels),Osteomyelitis (bone infection),Bone cancer (bone tumor),Sarcoma (soft tissue cancer)"
252,,,1.0,Stings,3.0,"Bee sting (wasp sting),Jellyfish stings,Scorpion sting"
254,,,1.0,Sleep disorders,6.0,"Narcolepsy (uncontrollable sleeping),Sleep apnea (chronic sleep disruption),Restless legs syndrome (nervous system disorder),Bruxism (teeth grinding),Night terrors (nightmares),Jet lag"
255,,,2.0,"Drooping eyelid (Ptosis),Ptosis (Drooping eyelid)",15.0,"Myasthenia gravis (autoimmune disease of the nerves, muscles),Bell's palsy (facial muscle weakness),Orbital fracture (broken bone near the eye),Miller Fisher Syndrome (rare nerve disease),Ramsay Hunt syndrome (viral infection causing facial weakness),Diabetes (high blood sugar),Lyme disease (bacterial infection from ticks),Pancoast syndrome (apical lung tumor),Vertebral-basilar stroke (stroke in the back of the brain),Cerebral vascular accident (stroke),Brain tumor (cancer of the brain),Cerebral aneurysm (brain artery dilation),Orbital mass (growth near the eye),Facial trauma (injury),Aponeurotic ptosis (age-related drooping eyelid)"
257,1.0,Chest,2.0,"Snoring,Abnormal breathing sounds",11.0,"Sleep apnea (chronic sleep disruption),Obesity,Sinusitis (sinus infection),Alcohol (ethanol) abuse,Allergy,Rhinitis (nasal inflammation),Upper respiratory tract infection (URI, common cold),Nasal polyps (growths),Tonsillitis (tonsil infection),Adenoiditis (a type of lymph node inflammation),Pickwickian syndrome (severe obesity)"
258,,,2.0,"Dry skin,Dryness, peeling or scaly skin",14.0,"Scleroderma (progressive hardening of soft tissue),Tinea (fungal skin infection),Chronic venous insufficiency (weakened leg veins),Dehydration,Sjogren's syndrome (dry eyes and mouth),Menopause (end of menstruation and fertility),Hypothyroidism (low thyroid hormone),Hyperthyroidism (elevated thyroid hormone),Allergy,Psoriasis (scaly skin disease),Ichthyosis,Hypoparathyroidism,Scurvy (vitamin C deficiency),Cutaneous T cell lymphoma"
259,,,1.0,Itchy eyes,5.0,"Allergic conjunctivitis (allergic reaction in the eye),Allergic reaction,Orbital cellulitis (soft tissue eye infection),Conjunctivitis (pink eye),Blepharitis (eyelid swelling)"
26,2.0,"Eyes,Head",2.0,"Eye pain (Irritation),Irritated eyes",27.0,"Acute angle closure glaucoma (increased inner eye pressure),Blepharitis (eyelid swelling),Cavernous sinus thrombosis (head vein blood clot),Conjunctivitis (pink eye),Corneal abrasion (scrape on eye),Corneal foreign body (object in the eye),Foreign body in the eye,Glaucoma (elevated eye pressure),Hordeolum (stye of eye),Hyphema (traumatic blood in eye),Keratitis (inflammation of cornea),Migraine (type of headache),Optic neuritis (optic nerve inflammation),Orbital cellulitis (soft tissue eye infection),Periorbital cellulitis (infection around eye),Sinusitis (sinus infection),Temporal arteritis (inflamed scalp artery),Toxoplasma infection (parasite infection),Uveitis (iritis, eye inflammation),Allergic conjunctivitis (allergic reaction in the eye),Behcets disease (small blood vessel inflammation disorder),Graves' disease (overproduction of thyroid hormone),Retrobulbar Neuritis,Scleritis (inflammation of the eye),Tear duct infection (Dacryocystitis),Corneal ulcer,Retinopathy"
261,,,1.0,Elbow swelling,18.0,"Cellulitis (skin infection),Contusion (bruise, ecchymosis),Sprain (stretched, torn ligament),Deep venous thrombosis (DVT, venous blood clot),Lymphangitis (lymph tissue inflammation),Muscle and ligament inflammation (enthesopathy),Tennis elbow (lateral epicondylitis),Bursitis (inflammation of joint cushion),Cubital tunnel syndrome (nerve compression in the elbow),Ligament sprain (connection between two bones),Ligament tear (connection between two bones),Golfer's elbow (medial epicondylitis of elbow),Tendonitis (tendon inflammation),Nursemaid's elbow (radial head subluxation),Supracondylar fracture (elbow fracture),Fracture (broken bone),Pseudogout (calcium deposit arthritis),Tenosynovitis (tendon sheath inflammation)"
262,2.0,"Chest,Back",1.0,Chest pain,82.0,"Pleuritis (inflammation of the lung's lining, pleurisy),Bronchitis (bronchial tube infection),Myocardial infarction (heart attack),Mitral valve prolapse (abnormal heart valve),Gastroesophageal reflux (GERD, heartburn),Esophageal spasm (painful muscle contraction),Coronary artery disease (CAD, heart disease),Arrhythmia (abnormal heart rhythm),Pneumonia (lung infection),Pleural effusion (abnormal chest fluid),Anxiety disorder (generalized anxiety disorder, GAD),Valvular heart disease (abnormal heart valves),Ligament sprain (connection between two bones),Essential hypertension (high blood pressure),Esophagitis (esophageal inflammation),Upper respiratory tract infection (URI, common cold),Congestive heart failure (CHF),Asthma,Chronic obstructive pulmonary disease (COPD, emphysema),Chest trauma (injury),Hyperventilation (rapid breathing),Abrasions (scrapes),Aortic valve stenosis (tight heart valve),Atrial fibrillation (irregular heart rate),Bradycardia (slow heart rate),Breast cancer (tumor),Cardiomyopathy (weakened heart),Cellulitis (skin infection),Cholecystitis (inflammation of the gallbladder),Choledocholithiasis (stone in bile duct),Cholelithiasis (gallstones),Cocaine abuse,Contusion (bruise, ecchymosis),Coronary artery dissection (heart artery tear),Dissecting aortic aneurysm (tearing and dilation of the aorta),Dressler syndrome (heart sac inflammation following heart attack or heart surgery),Drug reaction,Empyema (collection of pus in chest),Esophageal achalasia (swallowing disease),Esophageal foreign body,Esophageal rupture (tear in esophagus),Fibromyalgia (chronic pain disorder),Gastrointestinal bleeding (stomach, intestine bleeding),Hiatal hernia (stomach pushes through diaphragm),Hypertrophic cardiomyopathy (thickened heart muscle),Influenza (seasonal flu),Lung cancer (tumor),Mastitis (breast infection inflammation),Myocarditis (heart muscle inflammation),Pancreatitis (pancreas inflammation),Panic disorder,Pericarditis (heart sac inflammation),Pneumothorax (collapse of lung),Prinzmetal angina (heart artery spasm),Pulmonary edema (fluid build-up in the lungs),Pulmonary embolism (blood clot in the lungs),Pulmonary hypertension (high blood pressure in the lungs),Rib fracture (broken bone),Shingles (herpes zoster),Sickle cell disease (disease of red blood cells),Splenic infarction (death of spleen),Muscle strain (pulled muscle),Stress,Wolff Parkinson White syndrome (WPW, additional electrical pathway in the heart),Endocarditis (heart valve infection),Atrial flutter (irregular heart rate),Muscle spasm (charley horse),Broken heart syndrome (Takotsubo cardiomyopathy),Ventricular tachycardia (VT, dangerous irregular heart beat),Emphysema (COPD, lung disease),Aortic regurgitation (leaking heart valve),Mitral stenosis (tight heart valve),Mitral regurgitation (leaking heart valve),Pneumocystis pneumonia (PCP, fungal lung infection),Extragonadal germ cell tumors,Friedreich's Ataxia (genetic disorder),Malignant Mesothelioma,Polyarteritis Nodosa (PAN),Squamous cell lung cancer,Takayasu's arteritis (Giant cell arteritis of the young),Supraventricular tachycardia (SVT),Beriberi (thiamine (vitamin B1) deficiency)"
263,13.0,"Arms,Back,Buttock/Rectum,Shoulder,Feet,Hips,Neck,Pelvis,Hands,Legs,Chest,Lower Back,Head",1.0,Skin infection,18.0,"Carbuncle,Cellulitis (skin infection),Wound infection (cut infection),Impetigo (bacterial skin infection),Tinea (fungal skin infection),Staphylococcus aureus (type of bacteria),Peripheral vascular disease (blocked blood vessels),Finger pulp infection (felon),Deep venous thrombosis (DVT, venous blood clot),Heat rash,Sebaceous cyst (sac under the skin),Insect bite,Erysipelas (bacterial skin infection),Ringworm of the scalp (tinea capitis),Foreign body in a wound,Hidradenitis suppurativa (chronic collections of pus),Neutropenia,Cradle cap (infant scalp rash)"
264,1.0,Abdomen,1.0,Stomach and abdominal pain,69.0,"Gastric ulcer (stomach ulcer),Gastritis (stomach inflammation),Cholelithiasis (gallstones),Gastroenteritis (intestinal infection),Gastroesophageal reflux (GERD, heartburn),Gastrointestinal bleeding (stomach, intestine bleeding),Appendicitis,Irritable bowel syndrome (IBS, chronic intestinal pain and cramping),Hiatal hernia (stomach pushes through diaphragm),Umbilical hernia (belly button hernia),Diverticulosis (weakening of the large intestine wall),Pelvic inflammatory disease (PID, female reproductive organ infection),Celiac disease (celiac sprue),Crohn's disease (regional enteritis, Crohn's colitis, intestinal inflammation),Hyperemesis gravidarum (severe vomiting in pregnancy),Pancreatitis (pancreas inflammation),Stomach cancer (gastric cancer),Ovarian cyst (female organ fluid collection),Pancreatic cancer (tumor),Endometriosis (uterine tissue outside the uterus),Colonic diverticulitis (inflammation of pouches in the large intestine),Constipation,Gastroparesis (stomach muscle malfunction),Anxiety disorder (generalized anxiety disorder, GAD),Alcoholism,Bacterial vaginosis (vaginal infection),Bronchitis (bronchial tube infection),Burns,Cellulitis (skin infection),Cervicitis (inflammation of the lower uterus),Cholecystitis (inflammation of the gallbladder),Diabetic ketoacidosis (DKA, a complication of poorly controlled diabetes),Ectopic pregnancy (tubal pregnancy),Fibroid (uterine muscle tumor),Hematoma (collection of blood),Inguinal hernia (groin hernia),Neisseria gonorrhea infection (sexually transmitted disease),Kidney stone (nephrolithiasis),Parasite infections,Pyelonephritis (kidney infection),Trichomonas vaginalis infection (vaginal infection),Ulcerative colitis (large intestine inflammation),Upper respiratory tract infection (URI, common cold),Bladder infection (cystitis, UTI, urinary tract infection),Vaginitis (vaginal infection inflammation),Hodgkin's disease (cancer of the lymph system),HIV AIDS (Human Immunodeficiency Virus, Acquired Immune Deficiency Syndrome),Vaginal yeast (fungal) infection,Food poisoning,Lactose intolerance,Ventral hernia (bulging of the abdominal wall),Reflex sympathetic dystrophy (complex pain syndrome),Intussusception (telescoping intestine),Intestinal volvulus (twisting of intestine),Mallory Weiss syndrome (esophageal tear),Gallbladder and bile duct cancer,Hepatitis A,Polyarteritis Nodosa (PAN),Takayasu's arteritis (Giant cell arteritis of the young),Traveler's diarrhea (Montezuma's revenge),Tropical sprue,Wilms' Tumor,Abdominal adhesions (scar tissue),Duodenal cancer (small intestine),Urethral stricture,Hydronephrosis,Essential thrombocythemia (excessive blood platelets),Drug withdrawal syndrome,Beriberi (thiamine (vitamin B1) deficiency)"
265,,,2.0,"Anger,Bitterness",11.0,"Depression (excessive sadness),Bipolar disorder (manic depressive disorder),Schizoaffective disorder (features of schizophrenia and mood disorder),Post-traumatic stress disorder (PTSD),Major depressive disorder (severe depression),Dysthymia (depression, dysthymic disorder),Stress,Alcohol withdrawal syndrome (mild),Chronic pain,Anxiety disorder (generalized anxiety disorder, GAD),Conduct disorder"
269,,,1.0,Hurts to breathe,17.0,"Atypical pneumonia (lung infection),Asthma,Influenza (seasonal flu),Whooping cough (pertussis),Costochondritis (chest wall inflammation),Pleuritis (inflammation of the lung's lining, pleurisy),Aspiration pneumonia (lung inflammation or infection),Pneumocystis pneumonia (PCP, fungal lung infection),Pneumonia (lung infection),Bronchitis (bronchial tube infection),Pulmonary embolism (blood clot in the lungs),Pneumothorax (collapse of lung),Pleural effusion (abnormal chest fluid),Pneumoconiosis (lung disease),Chest trauma (injury),Rib fracture (broken bone),Fat embolism (blood clot from fat)"
27,3.0,"Ear	Nose,Face,Head",2.0,"Facial pain,Face pain",15.0,"Bell's palsy (facial muscle weakness),Cluster headache (one-sided headache behind the eye),Contusion (bruise, ecchymosis),Dental abscess (tooth infection),Maxillary sinus carcinoma (sinus cancer),Parotitis (salivary gland inflammation),Shingles (herpes zoster),Sialoliths (salivary gland stones),Sinusitis (sinus infection),Temporal arteritis (inflamed scalp artery),Temporomandibular joint syndrome (TMJ, jaw joint pain),Trigeminal neuralgia (facial nerve pain),Polymyalgia rheumatica (PMR, muscle and joint disorder),Erysipelas (bacterial skin infection),Mucormycosis (fungal infection)"
270,,,2.0,"Difficulty breathing,Breathing stopped",24.0,"Asthma,Bronchiolitis (bronchial tube inflammation),Influenza (seasonal flu),Atypical pneumonia (lung infection),Whooping cough (pertussis),Congestive heart failure (CHF),Aspiration pneumonia (lung inflammation or infection),Pneumocystis pneumonia (PCP, fungal lung infection),Severe Acute Respiratory Syndrome (SARS, serious viral pneumonia),Pneumonia (lung infection),Bronchial asthma,Hypersensitivity pneumonitis (allergic lung disease),Pulmonary embolism (blood clot in the lungs),Pneumothorax (collapse of lung),Pulmonary edema (fluid build-up in the lungs),Chronic obstructive pulmonary disease (COPD, emphysema),Tension pneumothorax (dangerous lung collapse),Inhaled foreign body (in respiratory tract),Amyotrophic lateral sclerosis (ALS, Lou Gehrig's disease),Guillain Barre syndrome (ascending muscle weakness),Myasthenia gravis (autoimmune disease of the nerves, muscles),Botulism (bacterial toxin causing muscle weakness),Interstitial lung disease (chronic scarring of the lung),Fat embolism (blood clot from fat)"
271,,,1.0,Pulling at ears,9.0,"Cellulitis (skin infection),Ear infection, middle ear (otitis media),Ear infection, outer (otitis externa),Ear swelling,Foreign body in the ear,Ear drum rupture (tympanic membrane rupture),Contusion (bruise, ecchymosis),Sinusitis (sinus infection),Eustachian tube dysfunction (inner ear tube)"
272,,,1.0,Skin bumps,17.0,"Cellulitis (skin infection),Contusion (bruise, ecchymosis),Acne (pimples),Scabies (skin disease caused by mites),Urticaria (hives),Carbuncle,Poison ivy (poison oak, poison sumac),Skin abscess (collection of pus),Lipoma (benign fatty tumor),Viral exanthem (rash from viral infection),Folliculitis (hair follicle infection),Sebaceous cyst (sac under the skin),Actinic keratosis (AK, skin growth),Molluscum contagiosum,Keratosis pilaris (common skin condition),Keloid (overgrown scar),Contact dermatitis (contact skin irritation)"
273,,,1.0,Congestion in chest or lungs,16.0,"Atypical pneumonia (lung infection),Bronchitis (bronchial tube infection),Bronchiolitis (bronchial tube inflammation),Bronchiectasis (bronchial tube inflammatory damage),Asthma,Influenza (seasonal flu),Whooping cough (pertussis),Congestive heart failure (CHF),Aspiration pneumonia (lung inflammation or infection),Pneumocystis pneumonia (PCP, fungal lung infection),Severe Acute Respiratory Syndrome (SARS, serious viral pneumonia),Pneumonia (lung infection),Pleural effusion (abnormal chest fluid),Pneumoconiosis (lung disease),Loffler's syndrome (pulmonary eosinophilia, lung inflammation),Pulmonary edema (fluid build-up in the lungs)"
274,,,1.0,Discharge from ear,6.0,"Ear infection, outer (otitis externa),Foreign body in the ear,Ear drum rupture (tympanic membrane rupture),Cellulitis (skin infection),Fungal infections,Atopic dermatitis (eczema)"
275,3.0,"Lower Back,Back,Hips",1.0,Low back ache or pain,54.0,"Sciatica (lower back nerve irritation),Herniated disc (slipped disc, ruptured disc),Back trauma (injury),Osteoarthritis (bone inflammation),Ligament sprain (connection between two bones),Bladder infection (cystitis, UTI, urinary tract infection),Pyelonephritis (kidney infection),Chronic pain,Muscle strain (pulled muscle),Kidney stone (nephrolithiasis),Discitis (spinal disk inflammation),Pelvic inflammatory disease (PID, female reproductive organ infection),Lumbar spinal stenosis (spinal cord compression),Scoliosis (crooked spine),Bone metastases (cancer spread to bone),Endometriosis (uterine tissue outside the uterus),Fibromyalgia (chronic pain disorder),Ovarian cyst (female organ fluid collection),Spondylolisthesis (slipped back bone),Obesity,Pancreatitis (pancreas inflammation),Osteoporosis (extremely thin bone),Spinal cord injury, acute,Pilonidal cyst (fluid filled sac on tailbone),Abdominal aortic aneurysm (enlarged major blood vessel),Ankylosing spondylitis (severe spine arthritis),Anorectal (perirectal) abscess,Arthritis (joint inflammation),Bladder stone, urinary,Spinal cord compression (cauda equina syndrome),Cellulitis (skin infection),Constipation,Contusion (bruise, ecchymosis),Fracture (broken bone),Gastritis (stomach inflammation),Miscarriage,Peripheral neuropathy (nerve damage),Placenta previa (placenta covers cervix),Pneumonia (lung infection),Prescription drug abuse,Rectal abscess (collection of pus in the rectum),Rib fracture (broken bone),Sickle cell disease (disease of red blood cells),Urine retention (inability to urinate),Vertebral fracture (broken back or neck bone),Lymphoma (lymph node cancer),Muscle spasm (charley horse),Rickets (childhood bone disease),Addison's disease (adrenal insufficiency),Hyperparathyroidism (elevated parathyroid hormone levels),Synovitis (inflammation of joint lining),Sarcoma (soft tissue cancer),Bone cancer (bone tumor),Multiple myeloma (blood cancer)"
277,,,1.0,Unusual color or odor of urine,25.0,"Prostatitis (prostate inflammation),Bladder infection (cystitis, UTI, urinary tract infection),Bladder stone, urinary,Interstitial cystitis (bladder inflammation),Hyperosmolar hyperglycemic state (severely elevated glucose level),Double diabetes (hybrid diabetes),Prediabetes (high blood sugar),Diabetes (high blood sugar),Diabetes mellitus type 2 (elevated blood sugar),Diabetic ketoacidosis (DKA, a complication of poorly controlled diabetes),Diabetes mellitus type 1 (elevated blood sugar),Gestational diabetes (diabetes during pregnancy),Diabetic nephropathy (diabetes and kidney disease),Cirrhosis (liver failure and scarring),Gilbert's disease (liver abnormality),Chronic liver disease,Hepatitis (liver inflammation),Kidney stone (nephrolithiasis),Dehydration,Renal infarct (kidney damage from an area of blocked blood flow),Renal arteriovenous malformation (AVM, blood vessel abnormality of the kidney),Medication reaction,Drug reaction,Porphyria (rare disorder of skin, nervous system),Phenylketonuria (PKU)"
28,1.0,Head,4.0,"Fainting,Fainting spells,Passing out,Loss of consciousness",47.0,"Arrhythmia (abnormal heart rhythm),Atrioventricular node conduction block (heart block),Blood loss,Cerebral vascular accident (stroke),Gastrointestinal bleeding (stomach, intestine bleeding),Hypertrophic cardiomyopathy (thickened heart muscle),Hypotension (low blood pressure),Postural hypotension (low blood pressure after standing),Transient ischemic attack (TIA, reversible stroke),Vasovagal syncope (fainting),Wolff Parkinson White syndrome (WPW, additional electrical pathway in the heart),Seizure (abnormal brain electrical activity),Carbon monoxide poisoning (odorless, poisonous gas),Dehydration,Hypoglycemia (low blood sugar),Atrial flutter (irregular heart rate),Long QT Syndrome (inherited heart condition),Ventricular tachycardia (VT, dangerous irregular heart beat),Valvular heart disease (abnormal heart valves),Addison's disease (adrenal insufficiency),Alcoholism,Allergic reaction,Anemia (low red blood cell count),Anxiety disorder (generalized anxiety disorder, GAD),Atrial fibrillation (irregular heart rate),Bradycardia (slow heart rate),Cocaine abuse,Concussion,Diabetic ketoacidosis (DKA, a complication of poorly controlled diabetes),Drug reaction,Heat exhaustion,Insulin overdose,Methyl alcohol intoxication (methanol),Narcotic (morphine, heroin) abuse,Sepsis (serious blood infection),Smoke inhalation,Vertebral- basilar artery insufficiency (inadequate blood flow to the back of the brain),Carotid artery stenosis (neck artery narrowing),Cardiac arrest (heart stops),Aortic regurgitation (leaking heart valve),Mitral stenosis (tight heart valve),Mitral regurgitation (leaking heart valve),Familial dysautonomia (genetic disorder),Head injury in children,Hemorrhagic stroke (CVA, cerebrovascular accident),Supraventricular tachycardia (SVT),Pancytopenia"
281,,,1.0,Penis inflammation or swelling,11.0,"Cellulitis (skin infection),Contusion (bruise, ecchymosis),Priapism (persistent erection),Balanitis (penis swelling),Sexually transmitted disease (STD),Penis carcinoma (tumor),Strangulation of genitalia (constriction of genital blood supply),Phimosis,Paraphimosis,Candida albicans (yeast infection),Lichen planus (chronic skin inflammation)"
282,,,1.0,Excessive appetite,16.0,"Bulimia nervosa (binge eating, vomiting),Malnutrition,Hyperthyroidism (elevated thyroid hormone),Hypoglycemia (low blood sugar),Premenstrual syndrome (PMS),Diabetes mellitus type 1 (elevated blood sugar),Gestational diabetes (diabetes during pregnancy),Double diabetes (hybrid diabetes),Diabetes (high blood sugar),Diabetes mellitus type 2 (elevated blood sugar),Anxiety disorder (generalized anxiety disorder, GAD),Pregnancy,Cushing disease (excessive pituitary gland hormones),Steroid use,Steroid abuse,False pregnancy"
284,,,1.0,Retaining fluid,11.0,"Cirrhosis (liver failure and scarring),Renal failure, acute (sudden kidney failure),Renal failure, chronic (ongoing kidney failure),Ankle swelling,Ascites (fluid in the abdomen),Leg swelling (leg edema),Polycystic ovarian syndrome (PCOS, female hormonal disorder),Hypothyroidism (low thyroid hormone),Congestive heart failure (CHF),Lymphedema (lymphatic obstruction),Abdominal swelling"
287,1.0,Chest,1.0,Lump or mass of breast,18.0,"Breast fibroadenoma (benign breast lumps),Fibrocystic breasts (breast lumpiness),Breast cancer (tumor),Mastitis (breast infection inflammation),Sebaceous cyst (sac under the skin),Lipoma (benign fatty tumor),Breast abscess (collection of pus in the breast),Hematoma (collection of blood),Cellulitis (skin infection),Contusion (bruise, ecchymosis),Carbuncle,Metastatic neoplasm (cancer spread),Hidradenitis suppurativa (chronic collections of pus),Invasive lobular carcinoma,Invasive ductal carcinoma,Triple negative breast cancer,Ductal carcinoma in situ (DCIS, breast cancer),Breast cyst"
29,2.0,"Other,Head",2.0,"Fever,Elevated temperature",46.0,"Cellulitis (skin infection),Cholecystitis (inflammation of the gallbladder),Dressler syndrome (heart sac inflammation following heart attack or heart surgery),Epiglottitis (severe throat inflammation),Hand foot and mouth disease (Coxsackie virus),Influenza (seasonal flu),Malaria (mosquito transmitted illness),Measles (viral disease with typical rash),Meningitis (spinal fluid infection),Mononucleosis (common viral illness),Ear infection, middle ear (otitis media),Pelvic inflammatory disease (PID, female reproductive organ infection),Pharyngitis (throat infection),Pneumonia (lung infection),Upper respiratory tract infection (URI, common cold),Toxic shock syndrome (life-threatening bacterial infection complication),Sinusitis (sinus infection),Bladder infection (cystitis, UTI, urinary tract infection),Vaccination,HIV AIDS (Human Immunodeficiency Virus, Acquired Immune Deficiency Syndrome),Endocarditis (heart valve infection),Rocky mountain spotted fever (bacterial infection spread by ticks),Q fever (flu-like bacterial illness),Atypical pneumonia (lung infection),Bronchitis (bronchial tube infection),Conjunctivitis (pink eye),Gastroenteritis (intestinal infection),Lyme disease (bacterial infection from ticks),Mastitis (breast infection inflammation),Pyelonephritis (kidney infection),Sepsis (serious blood infection),Tonsillitis (tonsil infection),Viral infections,Lymphoma (lymph node cancer),Loffler's syndrome (pulmonary eosinophilia, lung inflammation),Wound infection (cut infection),Foot ulcer,Hepatitis A,Neuroblastoma,Tear duct infection (Dacryocystitis),Herpangina (mouth blisters),Hydronephrosis,Anal fistula,Bacterial tracheitis,Neutropenia,Lymphadenitis"
290,,,1.0,Neck stiffness or tightness,14.0,"Contusion (bruise, ecchymosis),Cervical spondylosis (neck arthritis),Sprain (stretched, torn ligament),Muscle and ligament inflammation (enthesopathy),Cervical spine stenosis (narrowing of spinal canal),Torticollis, spasmodic (neck muscle spasm),Whiplash injury (neck injury),Ligament sprain (connection between two bones),Meningitis (spinal fluid infection),Cervical lymphadenopathy (enlarged neck lymph nodes),Cervical spine fracture (broken neck bone),Cervical myelopathy (spinal cord compression),Cervical radiculopathy (pinched nerve in neck),Neck trauma (injury)"
291,,,1.0,Agitated,20.0,"Alcohol (ethanol) intoxication,Allergic reaction,Caffeine use,Hyperthyroidism (elevated thyroid hormone),Dementia (decline in mental ability),Depression (excessive sadness),Schizoaffective disorder (features of schizophrenia and mood disorder),Anxiety,Drug overdose,Sepsis (serious blood infection),Restless legs syndrome (nervous system disorder),Medication reaction,Alcohol withdrawal syndrome (mild),Head injury,Brain abscess (collection of pus in the brain),Brain tumor (cancer of the brain),Head injury in children,Huntington disease (chorea),Neuroblastoma,Phenylketonuria (PKU)"
292,1.0,Head,3.0,"Confusion,Altered mental status (confusion),Decreased mental status",50.0,"Alcohol (ethanol) abuse,Alcohol withdrawal syndrome (mild),Altitude illness,Alzheimer's disease (dementia),Anemia (low red blood cell count),Astrocytoma (brain tumor),Carbon monoxide poisoning (odorless, poisonous gas),Cerebral aneurysm (brain artery dilation),Cerebral vascular accident (stroke),Congestive heart failure (CHF),Dehydration,Dementia (decline in mental ability),Diabetes (high blood sugar),Diabetic ketoacidosis (DKA, a complication of poorly controlled diabetes),Drug overdose,Hypothermia (extreme cold exposure),Hyperthermia (extreme heat exposure),Epidural hematoma (bleeding around brain or spine),Hepatic encephalopathy (confusion from liver failure),Hydrocephalus (brain fluid build-up),Hyperosmolar hyperglycemic state (severely elevated glucose level),Hyperthyroidism (elevated thyroid hormone),Hypoglycemia (low blood sugar),Hyponatremia (low blood sodium),Hypotension (low blood pressure),Hypothyroidism (low thyroid hormone),Hypoxia (lack of oxygen),Sepsis (serious blood infection),Intracranial hemorrhage (bleeding in brain),Lewy body dementia (common type of dementia),Malignant hyperthermia (rare temperature abnormality),Meningioma (brain tumor),Meningitis (spinal fluid infection),Myxedema coma (severely low thyroid hormone),Pseudotumor cerebri (increased pressure in the skull),Renal failure, acute (sudden kidney failure),Renal failure, chronic (ongoing kidney failure),Respiratory failure (breathing failure, ARDS),Reyes syndrome (rare liver and brain swelling),Septic shock (low blood pressure from serious blood infection),Shock (severe low blood pressure),Seizure (abnormal brain electrical activity),Sun poisoning,Thrombotic thrombocytopenia purpura (TTP, rare blood disorder),Subdural hematoma (bleeding on brain),Parathyroid cancer,Decompression sickness (bends, caisson's disease),Traumatic brain injury,Failure to thrive - adult,Drug withdrawal syndrome"
